   / -------   -------
  *  Capsule Passed: dict_keys([])
   \ -------   -------
0002 : 1 Stanley2Cross  | offset 1.446  | angle -1.296  | speed_z 0.090  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0382 : 14 Stanley2Green  | phase  1.000  | offset 3.376  | angle -0.556  | z speed  0.113  | true green? 184.000  | true green at [0, 90]  | true green from line 1.776  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0383 : 14 Stanley2Green  | phase  1.000  | offset 2.312  | angle -0.868  | z speed  0.109  | true green? 255.000  | true green at [0, 80]  | true green from line 10.111  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0384 : 14 Stanley2Green  | phase  1.000  | offset 1.448  | angle -1.180  | z speed  0.110  | true green? 255.000  | true green at [0, 80]  | true green from line 8.247  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0385 : 14 Stanley2Green  | phase  2.000  | offset 1.300  | angle -1.146  | Dist ratio  0.251  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0386 : 14 Stanley2Green  | phase  2.000  | offset 0.494  | angle -1.285  | Dist ratio  0.251  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0387 : 14 Stanley2Green  | phase  2.000  | offset 0.636  | angle -1.458  | Dist ratio  0.151  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0388 : 14 Stanley2Green  | phase  2.000  | offset 1.487  | angle -1.423  | Dist ratio  0.101  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0389 : 14 Stanley2Green  | phase  2.000  | offset 1.081  | angle -1.562  | Dist ratio  0.076  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
   / -------   -------
  *  Capsule Passed: dict_keys(['dist_from_cross', 'event_10_frame_list'])
   \ -------   -------
0390 : 15 Turn2Void  | phase 0.000  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0391 : 15 Turn2Void  | phase 1.000  | angle -0.779  | time 1.513  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0392 : 15 Turn2Void  | phase 3.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0393 : 15 Turn2Void  | phase 3.000  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0394 : 15 Turn2Void  | phase 3.000  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0395 : 15 Turn2Void  | phase 3.000  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0396 : 15 Turn2Void  | phase 3.000  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0397 : 15 Turn2Void  | phase 3.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0398 : 15 Turn2Void  | phase 3.000  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0399 : 15 Turn2Void  | phase 3.000  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0400 : 15 Turn2Void  | phase 3.000  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0401 : 15 Turn2Void  | phase 3.000  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0402 : 15 Turn2Void  | phase 3.000  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0403 : 15 Turn2Void  | phase 3.000  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0404 : 15 Turn2Void  | phase 3.000  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0405 : 15 Turn2Void  | phase 3.000  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0406 : 15 Turn2Void  | phase 3.000  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0407 : 15 Turn2Void  | phase 3.000  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
   / -------   -------
  *  Capsule Passed: dict_keys(['dist_from_cross', 'event_10_frame_list'])
   \ -------   -------
0408 : phase 1  | mode  5.000  | count:  {}  | time:  0.231  | [ battery: 48%, 11V / 300mA ]
0409 : phase 1  | mode  5.000  | count:  {}  | time:  0.219  | [ battery: 48%, 11V / 300mA ]
0410 : phase 1  | mode  5.000  | count:  {}  | time:  0.231  | [ battery: 48%, 11V / 300mA ]
0411 : phase 1  | mode  5.000  | count:  {}  | time:  0.217  | [ battery: 48%, 11V / 300mA ]
0412 : phase 1  | mode  5.000  | count:  {}  | time:  0.220  | [ battery: 48%, 11V / 300mA ]
0413 : phase 2  | prediction result:  {'ally': 0, 'enem': 0, 'ally_tank': 0, 'enem_tank': 0}  | time:  0.029  | [ battery: 48%, 11V / 300mA ]
0414 : phase 5  | holding:  1.000  | until:  0.101  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0415 : phase 5  | holding:  1.000  | until:  0.202  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0416 : phase 5  | holding:  1.000  | until:  0.305  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0417 : phase 5  | holding:  1.000  | until:  0.407  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0418 : phase 5  | holding:  1.000  | until:  0.512  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0419 : phase 5  | holding:  1.000  | until:  0.616  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0420 : phase 5  | holding:  1.000  | until:  0.726  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0421 : phase 5  | holding:  1.000  | until:  0.828  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0422 : phase 5  | holding:  1.000  | until:  0.938  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
0423 : phase 5  | time:  0.000  | [ battery: 48%, 11V / 300mA ]
   / -------   -------
  *  Capsule Passed: dict_keys(['dist_from_cross', 'event_10_frame_list', 'event_20_frame_list'])
   \ -------   -------
0424 : 21 Turn2Road  | phase 0.000  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0425 : 21 Turn2Road  | phase 1.000  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0426 : 21 Turn2Road  | phase 1.000  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0427 : 21 Turn2Road  | phase 1.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0428 : 21 Turn2Road  | phase 1.000  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0429 : 21 Turn2Road  | phase 1.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0430 : 21 Turn2Road  | phase 1.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0431 : 21 Turn2Road  | phase 1.000  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0432 : 21 Turn2Road  | phase 1.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0433 : 21 Turn2Road  | phase 1.000  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0434 : 21 Turn2Road  | phase 1.000  | no_line   | time:  0.008  | [ battery: 48%, 11V / 300mA ]
0435 : 21 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0436 : 21 Turn2Road  | phase 2.000  | no_line   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0437 : 21 Turn2Road  | phase 2.000  | no_line   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0438 : 21 Turn2Road  | phase 2.000  | no_line   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0439 : 21 Turn2Road  | phase 2.000  | no_line   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0440 : 21 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0441 : 21 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0442 : 21 Turn2Road  | phase 2.000  | no_line   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0443 : 21 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0444 : 21 Turn2Road  | phase 2.000  | no_line   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0445 : 21 Turn2Road  | phase 2.000  | no_line   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0446 : 21 Turn2Road  | phase 2.000  | no_line   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0447 : 21 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0448 : 21 Turn2Road  | phase 2.000  | no_line   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0449 : 21 Turn2Road  | phase 2.000  | no_line   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0450 : 21 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0451 : 21 Turn2Road  | phase 2.000  | no_line   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0452 : 21 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0453 : 21 Turn2Road  | phase 2.000  | no_line   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0454 : 21 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0455 : 21 Turn2Road  | phase 2.000  | no_line   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0456 : 21 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0457 : 21 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0458 : 21 Turn2Road  | phase 2.000  | no_line   | line_on_angle 15.642  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0459 : 21 Turn2Road  | phase 2.000  | no_line   | line_on_angle 13.496  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0460 : 21 Turn2Road  | phase 2.000  | no_line   | line_on_angle 8.531  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0461 : 21 Turn2Road  | phase 2.000  | no_line   | line_on_angle 5.711  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
   / -------   -------
  *  Capsule Passed: dict_keys(['dist_from_cross', 'event_10_frame_list', 'event_20_frame_list'])
   \ -------   -------
0462 : 22 Stanley2Cross  | no line here... backing   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0463 : 22 Stanley2Cross  | no line here... backing   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0464 : 22 Stanley2Cross  | no line here... backing   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0465 : 22 Stanley2Cross  | no line here... backing   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0466 : 22 Stanley2Cross  | no line here... backing   | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0467 : 22 Stanley2Cross  | no line here... backing   | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0468 : 22 Stanley2Cross  | no line here... backing   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0469 : 22 Stanley2Cross  | no line here... backing   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0470 : 22 Stanley2Cross  | no line here... backing   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0471 : 22 Stanley2Cross  | no line here... backing   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0472 : 22 Stanley2Cross  | no line here... backing   | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0473 : 22 Stanley2Cross  | no line here... backing   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0474 : 22 Stanley2Cross  | no line here... backing   | time:  0.007  | [ battery: 48%, 11V / 300mA ]
0475 : 22 Stanley2Cross  | offset -15.804  | angle 16.699  | speed_z -1.088  | Cross position []  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0476 : 22 Stanley2Cross  | offset -37.297  | angle 10.323  | speed_z -0.975  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0477 : 22 Stanley2Cross  | offset -34.359  | angle 9.529  | speed_z -0.915  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0478 : 22 Stanley2Cross  | offset -7.180  | angle 13.779  | speed_z -0.812  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0479 : 22 Stanley2Cross  | offset -2.041  | angle 12.290  | speed_z -0.650  | Cross position []  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0480 : 22 Stanley2Cross  | offset -0.035  | angle 9.860  | speed_z -0.494  | Cross position []  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0481 : 22 Stanley2Cross  | offset -1.578  | angle 6.722  | speed_z -0.364  | Cross position []  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0482 : 22 Stanley2Cross  | offset 1.833  | angle 4.696  | speed_z -0.203  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0483 : 22 Stanley2Cross  | offset -0.411  | angle 1.841  | speed_z -0.099  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0484 : 22 Stanley2Cross  | offset 0.911  | angle 1.023  | speed_z -0.035  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0485 : 22 Stanley2Cross  | offset -0.000  | angle -0.000  | speed_z -0.000  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0486 : 22 Stanley2Cross  | offset 1.089  | angle -1.023  | speed_z 0.070  | Cross position []  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0487 : 22 Stanley2Cross  | offset 1.446  | angle -1.296  | speed_z 0.090  | Cross position []  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0488 : 22 Stanley2Cross  | offset 0.821  | angle -1.773  | speed_z 0.103  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0489 : 22 Stanley2Cross  | offset -0.518  | angle -0.750  | speed_z 0.028  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0490 : 22 Stanley2Cross  | offset -2.839  | angle -0.887  | speed_z -0.005  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0491 : 22 Stanley2Cross  | offset -0.339  | angle 0.068  | speed_z -0.009  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0492 : 22 Stanley2Cross  | offset 5.176  | angle 1.773  | speed_z 0.001  | Cross position []  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0493 : 22 Stanley2Cross  | offset 11.765  | angle 3.406  | speed_z 0.025  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0494 : 22 Stanley2Cross  | offset 17.416  | angle 4.967  | speed_z 0.025  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0495 : 22 Stanley2Cross  | offset 20.373  | angle 5.913  | speed_z 0.014  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0496 : 22 Stanley2Cross  | offset 25.276  | angle 7.595  | speed_z -0.018  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0497 : 22 Stanley2Cross  | offset 34.448  | angle 9.860  | speed_z -0.054  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0498 : 22 Stanley2Cross  | offset 39.706  | angle 10.982  | speed_z -0.076  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0499 : 22 Stanley2Cross  | offset 45.103  | angle 12.290  | speed_z -0.111  | Cross position []  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0500 : 22 Stanley2Cross  | offset 52.286  | angle 14.100  | speed_z -0.170  | Cross position []  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0501 : 22 Stanley2Cross  | offset 55.939  | angle 14.995  | speed_z -0.200  | Cross position []  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0502 : 22 Stanley2Cross  | offset 62.788  | angle 16.386  | speed_z -0.247  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0503 : 22 Stanley2Cross  | offset 68.402  | angle 17.571  | speed_z -0.291  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0504 : 22 Stanley2Cross  | offset 72.811  | angle 18.435  | speed_z -0.323  | Cross position []  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0505 : 22 Stanley2Cross  | offset 79.700  | angle 20.436  | speed_z -0.409  | Cross position []  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0506 : 22 Stanley2Cross  | offset 84.844  | angle 21.625  | speed_z -0.458  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0507 : 22 Stanley2Cross  | offset 88.529  | angle 22.212  | speed_z -0.481  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0508 : 22 Stanley2Cross  | offset 91.769  | angle 22.212  | speed_z -0.476  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0509 : 22 Stanley2Cross  | offset 98.991  | angle 23.371  | speed_z -0.524  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0510 : 22 Stanley2Cross  | offset 99.549  | angle 22.794  | speed_z -0.494  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0511 : 22 Stanley2Cross  | offset 104.703  | angle 23.486  | speed_z -0.522  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0512 : 22 Stanley2Cross  | offset 107.527  | angle 23.658  | speed_z -0.527  | Cross position []  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0513 : 22 Stanley2Cross  | offset 112.166  | angle 24.228  | speed_z -0.551  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0514 : 22 Stanley2Cross  | offset 119.254  | angle 25.073  | speed_z -0.586  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0515 : 22 Stanley2Cross  | offset 123.486  | angle 25.741  | speed_z -0.615  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0516 : 22 Stanley2Cross  | offset 127.986  | angle 26.620  | speed_z -0.655  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0517 : 22 Stanley2Cross  | offset 130.363  | angle 26.565  | speed_z -0.651  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0518 : 22 Stanley2Cross  | offset 134.148  | angle 26.401  | speed_z -0.640  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0519 : 22 Stanley2Cross  | offset 135.700  | angle 26.237  | speed_z -0.630  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0520 : 22 Stanley2Cross  | offset 142.293  | angle 27.592  | speed_z -0.693  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0521 : 22 Stanley2Cross  | offset 148.829  | angle 28.019  | speed_z -0.710  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0522 : 22 Stanley2Cross  | offset 156.860  | angle 29.950  | speed_z -0.802  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0523 : 22 Stanley2Cross  | offset 166.778  | angle 32.493  | speed_z -0.924  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0524 : 22 Stanley2Cross  | offset 171.417  | angle 33.215  | speed_z -0.958  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0525 : 22 Stanley2Cross  | offset 171.881  | angle 33.024  | speed_z -0.948  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0526 : 22 Stanley2Cross  | offset 171.924  | angle 32.590  | speed_z -0.926  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0527 : 22 Stanley2Cross  | offset 171.524  | angle 31.907  | speed_z -0.892  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0528 : 22 Stanley2Cross  | offset 172.134  | angle 31.413  | speed_z -0.867  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0529 : 22 Stanley2Cross  | offset 171.808  | angle 31.064  | speed_z -0.850  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0530 : 22 Stanley2Cross  | offset 169.050  | angle 29.796  | speed_z -0.788  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0531 : 22 Stanley2Cross  | offset 165.581  | angle 27.806  | speed_z -0.690  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0532 : 22 Stanley2Cross  | offset 160.502  | angle 25.630  | speed_z -0.584  | Cross position []  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0533 : 22 Stanley2Cross  | offset 159.715  | angle 25.017  | speed_z -0.554  | Cross position []  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0534 : 22 Stanley2Cross  | offset 156.314  | angle 24.000  | speed_z -0.505  | Cross position []  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0535 : 22 Stanley2Cross  | offset 153.941  | angle 22.794  | speed_z -0.446  | Cross position []  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0536 : 22 Stanley2Cross  | offset 147.816  | angle 20.854  | speed_z -0.353  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0537 : 22 Stanley2Cross  | offset 146.789  | angle 20.795  | speed_z -0.350  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0538 : 22 Stanley2Cross  | offset 144.352  | angle 20.136  | speed_z -0.319  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0539 : 22 Stanley2Cross  | offset 141.777  | angle 19.411  | speed_z -0.285  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0540 : 22 Stanley2Cross  | offset 139.999  | angle 19.047  | speed_z -0.268  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0541 : 22 Stanley2Cross  | offset 135.350  | angle 17.695  | speed_z -0.203  | Cross position []  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0542 : 22 Stanley2Cross  | offset 129.761  | angle 15.882  | speed_z -0.117  | Cross position []  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0543 : 22 Stanley2Cross  | offset 124.057  | angle 13.972  | speed_z -0.026  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0544 : 22 Stanley2Cross  | offset 121.005  | angle 13.263  | speed_z 0.006  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0545 : 22 Stanley2Cross  | offset 118.044  | angle 12.615  | speed_z 0.036  | Cross position []  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0546 : 22 Stanley2Cross  | offset 117.449  | angle 12.810  | speed_z 0.026  | Cross position []  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0547 : 22 Stanley2Cross  | offset 116.726  | angle 12.940  | speed_z 0.018  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0548 : 22 Stanley2Cross  | offset 114.628  | angle 12.615  | speed_z 0.032  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0549 : 22 Stanley2Cross  | offset 116.153  | angle 13.522  | speed_z -0.011  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0550 : 22 Stanley2Cross  | offset 112.839  | angle 13.069  | speed_z 0.008  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0551 : 22 Stanley2Cross  | offset 112.085  | angle 12.810  | speed_z 0.020  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0552 : 22 Stanley2Cross  | offset 108.369  | angle 12.290  | speed_z 0.042  | Cross position []  | time:  0.006  | [ battery: 48%, 11V / 300mA ]
0553 : 22 Stanley2Cross  | offset 105.343  | angle 11.637  | speed_z 0.071  | Cross position []  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0554 : 22 Stanley2Cross  | offset 103.942  | angle 11.310  | speed_z 0.086  | Cross position []  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0555 : 22 Stanley2Cross  | offset 102.755  | angle 10.850  | speed_z 0.107  | Cross position [225]  | cross? 1.000  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0556 : 22 Stanley2Cross  | offset 97.999  | angle 9.728  | speed_z 0.157  | Cross position [245, 235, 225]  | cross? 2.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0557 : 22 Stanley2Cross  | offset 96.269  | angle 9.648  | speed_z 0.159  | Cross position [255, 245, 235, 225]  | cross? 3.000  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
   / -------   -------
  *  Capsule Passed: dict_keys(['dist_from_cross', 'event_10_frame_list', 'event_20_frame_list'])
   \ -------   -------
0558 : 23 Turn2Road  | phase 0.000  | radius 227.639  | rot_z 1.000  | SPEED_X 0.948  | time:  0.005  | [ battery: 48%, 11V / 300mA ]
0559 : 23 Turn2Road  | phase 1.000  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0560 : 23 Turn2Road  | phase 1.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0561 : 23 Turn2Road  | phase 1.000  | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0562 : 23 Turn2Road  | phase 1.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0563 : 23 Turn2Road  | phase 1.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0564 : 23 Turn2Road  | phase 1.000  | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0565 : 23 Turn2Road  | phase 1.000  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0566 : 23 Turn2Road  | phase 1.000  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0567 : 23 Turn2Road  | phase 1.000  | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0568 : 23 Turn2Road  | phase 1.000  | no_line   | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0569 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0570 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0571 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.001  | [ battery: 48%, 11V / 300mA ]
0572 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0573 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0574 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0575 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0576 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0577 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0578 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0579 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0580 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0581 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0582 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0583 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0584 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.004  | [ battery: 48%, 11V / 300mA ]
0585 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.002  | [ battery: 48%, 11V / 300mA ]
0586 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.003  | [ battery: 48%, 11V / 300mA ]
0587 : 23 Turn2Road  | phase 2.000  | no_line   | time:  0.002  | [ battery: 48%, 11V / 300mA ]
